"Name","BQ Project","BQ Dataset","BQ Table","Full ID","Program","Category","Reference Genome","Source","Data Type","Exp. Strategy","Status","Rows","Created","Example Joins","Description","Labels","Fields"
"GNOMAD GRCH37 2017","isb-cgc","genome_reference","gnomAD_20171003_GRCh37","`isb-cgc.genome_reference.gnomAD_20171003_GRCh37`","","REFERENCE DATABASE","hg19","GNOMAD DATABASE","SOMATIC MUTATION","","CURRENT","241,056,551","5/9/2018","","Data was loaded from the gnomAD database, release 2.0.2, October 2017). The data (containing SNVs and indels) was loaded from the VCF files copied from the GCS bucket (gs://gnomad-public/release/2.0.2/vcf/genomes/gnomad.genomes.r2.0.2.sites.chr*.vcf.bgz) and then uploaded using the Google Variant Transforms tool (v0.2.0).","access:open, category:reference_database, data_type:somatic_mutation, reference_genome_0:hg19, source:gnomad_database, status:current","reference_name, start_position, end_position, reference_bases, alternate_bases.alt, alternate_bases.AC_AMR_Male, alternate_bases.POPMAX, alternate_bases.AF_raw, alternate_bases.Hom_EAS, alternate_bases.Hemi_EAS, alternate_bases.AF_EAS, alternate_bases.AC_AMR, alternate_bases.AC_AFR, alternate_bases.AN_POPMAX, alternate_bases.AC_EAS_Male, alternate_bases.AC_NFE_Female, alternate_bases.AC_raw, alternate_bases.AF_NFE, alternate_bases.DP_HIST_ALT, alternate_bases.Hom_OTH, alternate_bases.AC_Female, alternate_bases.AF_FIN, alternate_bases.GQ_HIST_ALT, alternate_bases.AF_Male, alternate_bases.Hemi_AFR, alternate_bases.Hom_Male, alternate_bases.DP_MEDIAN, alternate_bases.Hom_ASJ, alternate_bases.AF_NFE_Male, alternate_bases.AF_Female, alternate_bases.AC_NFE_Male, alternate_bases.AC_OTH, alternate_bases.AF_OTH_Male, alternate_bases.AF_AFR, alternate_bases.Hemi_raw, alternate_bases.AC_AFR_Male, alternate_bases.AF_AFR_Female, alternate_bases.Hom_NFE, alternate_bases.Hom_raw, alternate_bases.AF_FIN_Male, alternate_bases.Hemi_FIN, alternate_bases.AF_AMR_Male, alternate_bases.AS_FilterStatus, alternate_bases.AF_OTH, alternate_bases.AF_POPMAX, alternate_bases.AC_NFE, alternate_bases.AC_FIN, alternate_bases.Hom_AMR, alternate_bases.Hemi_AMR, alternate_bases.AF_AMR, alternate_bases.AF_FIN_Female, alternate_bases.AC_AFR_Female, alternate_bases.AF_AFR_Male, alternate_bases.Hemi_ASJ, alternate_bases.AC_EAS_Female, alternate_bases.AC_OTH_Male, alternate_bases.AF_NFE_Female, alternate_bases.AC_POPMAX, alternate_bases.AC_EAS, alternate_bases.AC_OTH_Female, alternate_bases.AS_RF, alternate_bases.AB_MEDIAN, alternate_bases.AC_ASJ_Male, alternate_bases.Hom_Female, alternate_bases.GQ_MEDIAN, alternate_bases.AF_ASJ_Female, alternate_bases.Hom, alternate_bases.Hemi_NFE, alternate_bases.AF_OTH_Female, alternate_bases.Hom_FIN, alternate_bases.AB_HIST_ALT, alternate_bases.AC_ASJ_Female, alternate_bases.AF_EAS_Male, alternate_bases.AF_EAS_Female, alternate_bases.DREF_MEDIAN, alternate_bases.AC_FIN_Male, alternate_bases.AC, alternate_bases.AC_AMR_Female, alternate_bases.AF, alternate_bases.AF_ASJ_Male, alternate_bases.AF_ASJ, alternate_bases.AC_FIN_Female, alternate_bases.Hemi, alternate_bases.AC_ASJ, alternate_bases.Hemi_OTH, alternate_bases.Hom_AFR, alternate_bases.AF_AMR_Female, alternate_bases.AC_Male, alternate_bases.CSQ.allele, alternate_bases.CSQ.Consequence, alternate_bases.CSQ.IMPACT, alternate_bases.CSQ.SYMBOL, alternate_bases.CSQ.Gene, alternate_bases.CSQ.Feature_type, alternate_bases.CSQ.Feature, alternate_bases.CSQ.BIOTYPE, alternate_bases.CSQ.EXON, alternate_bases.CSQ.INTRON, alternate_bases.CSQ.HGVSc, alternate_bases.CSQ.HGVSp, alternate_bases.CSQ.cDNA_position, alternate_bases.CSQ.CDS_position, alternate_bases.CSQ.Protein_position, alternate_bases.CSQ.Amino_acids, alternate_bases.CSQ.Codons, alternate_bases.CSQ.Existing_variation, alternate_bases.CSQ.ALLELE_NUM, alternate_bases.CSQ.DISTANCE, alternate_bases.CSQ.STRAND, alternate_bases.CSQ.FLAGS, alternate_bases.CSQ.VARIANT_CLASS, alternate_bases.CSQ.MINIMISED, alternate_bases.CSQ.SYMBOL_SOURCE, alternate_bases.CSQ.HGNC_ID, alternate_bases.CSQ.CANONICAL, alternate_bases.CSQ.TSL, alternate_bases.CSQ.APPRIS, alternate_bases.CSQ.CCDS, alternate_bases.CSQ.ENSP, alternate_bases.CSQ.SWISSPROT, alternate_bases.CSQ.TREMBL, alternate_bases.CSQ.UNIPARC, alternate_bases.CSQ.GENE_PHENO, alternate_bases.CSQ.SIFT, alternate_bases.CSQ.PolyPhen, alternate_bases.CSQ.DOMAINS, alternate_bases.CSQ.HGVS_OFFSET, alternate_bases.CSQ.GMAF, alternate_bases.CSQ.AFR_MAF, alternate_bases.CSQ.AMR_MAF, alternate_bases.CSQ.EAS_MAF, alternate_bases.CSQ.EUR_MAF, alternate_bases.CSQ.SAS_MAF, alternate_bases.CSQ.AA_MAF, alternate_bases.CSQ.EA_MAF, alternate_bases.CSQ.ExAC_MAF, alternate_bases.CSQ.ExAC_Adj_MAF, alternate_bases.CSQ.ExAC_AFR_MAF, alternate_bases.CSQ.ExAC_AMR_MAF, alternate_bases.CSQ.ExAC_EAS_MAF, alternate_bases.CSQ.ExAC_FIN_MAF, alternate_bases.CSQ.ExAC_NFE_MAF, alternate_bases.CSQ.ExAC_OTH_MAF, alternate_bases.CSQ.ExAC_SAS_MAF, alternate_bases.CSQ.CLIN_SIG, alternate_bases.CSQ.SOMATIC, alternate_bases.CSQ.PHENO, alternate_bases.CSQ.PUBMED, alternate_bases.CSQ.MOTIF_NAME, alternate_bases.CSQ.MOTIF_POS, alternate_bases.CSQ.HIGH_INF_POS, alternate_bases.CSQ.MOTIF_SCORE_CHANGE, alternate_bases.CSQ.LoF, alternate_bases.CSQ.LoF_filter, alternate_bases.CSQ.LoF_flags, alternate_bases.CSQ.LoF_info, names, quality, filter, call.name, call.genotype, call.phaseset, call.DP, call.AD, call.GQ, call.PL, STAR_AC, GC_FIN_Male, GC_raw, DP_HIST_ALL, GC_OTH_Male, VQSR_culprit, AN_AMR_Female, AN_raw, GC_ASJ, lcr, GQ_HIST_ALL, GC_AMR_Male, GC_NFE_Male, GC, STAR_Hom, AS_RF_POSITIVE_TRAIN, GC_EAS, AN_FIN_Female, STAR_AC_raw, GC_OTH, AN_OTH_Female, AN_OTH_Male, AN_AMR, STAR_Hemi, ClippingRankSum, AN_NFE_Male, VQSLOD, GC_ASJ_Male, GC_Female, AN_NFE, GC_ASJ_Female, AN_AFR, GC_FIN, GC_EAS_Male, AN_Male, MQ, AN_FIN_Male, FS, AN_AFR_Male, AN_EAS_Female, AN_AFR_Female, GC_AMR_Female, VQSR_NEGATIVE_TRAIN_SITE, MQRankSum, AN_Female, AN_AMR_Male, GC_AFR, AN_ASJ_Male, GC_NFE, GC_FIN_Female, AN_ASJ, BaseQRankSum, AB_HIST_ALL, GC_NFE_Female, DB, GC_OTH_Female, DP, AS_RF_NEGATIVE_TRAIN, GC_EAS_Female, GC_AFR_Male, AN_FIN, AN_OTH, AN_NFE_Female, SOR, VQSR_POSITIVE_TRAIN_SITE, GC_AMR, GC_Male, AN_EAS, AN, AN_EAS_Male, ReadPosRankSum, segdup, InbreedingCoeff, GC_AFR_Female, QD, AN_ASJ_Female,"
"GTEX V7 GENE READ COUNTS","isb-cgc","GTEx_v7","gene_reads","`isb-cgc.GTEx_v7.gene_reads`","","REFERENCE DATABASE","hg19","GENOTYPE TISSUE EXPRESSION GTEX PROJECT","GENE EXPRESSION, RNASEQ","","CURRENT","656,888,976","11/28/2017","","Data was loaded from Genotype-Tissue Expression (GTEx) Project on November 2017. Gene read data was loaded using GTEx Data Portal. More details: gtexportal.org","access:open, category:reference_database, data_type_0:gene_expression, data_type_1:rnaseq, reference_genome_0:hg19, source_0:genotype_tissue_expression_gtex_project, status:current","gene_id, gene_description, SAMPID, gene_exp,"
"GTEX V7 GENE TPM (TRANSCRIPTS PER MILLION)","isb-cgc","GTEx_v7","gene_tpm","`isb-cgc.GTEx_v7.gene_tpm`","","REFERENCE DATABASE","hg19","GENOTYPE TISSUE EXPRESSION GTEX PROJECT","GENE EXPRESSION, RNASEQ","","CURRENT","656,888,976","11/28/2017","","Data was loaded from Genotype-Tissue Expression (GTEx) Project on November 2017. Gene expression data was loaded using GTEx Data Portal. More details: gtexportal.org","access:open, category:reference_database, data_type_0:gene_expression, data_type_1:rnaseq, reference_genome_0:hg19, source_0:genotype_tissue_expression_gtex_project, status:current","gene_id, gene_description, SAMPID, gene_exp,"
"GTEX V7 MEDIAN GENE TPM (TRANSCRIPTS PER MILLION) BY TISSUE","isb-cgc","GTEx_v7","gene_median_tpm","`isb-cgc.GTEx_v7.gene_median_tpm`","","REFERENCE DATABASE","hg19","GENOTYPE TISSUE EXPRESSION GTEX PROJECT","GENE EXPRESSION, RNASEQ","","CURRENT","2,978,706","11/28/2017","","Data was loaded from Genotype-Tissue Expression (GTEx) Project on November 2017. Gene expression data was loaded using GTEx Data Portal. More details: gtexportal.org","access:open, category:reference_database, data_type_0:gene_expression, data_type_1:rnaseq, reference_genome_0:hg19, source_0:genotype_tissue_expression_gtex_project, status:current","gene_id, gene_description, SMTSD, gene_exp,"
"GTEX V7 SAMPLE ATTRIBUTES","isb-cgc","GTEx_v7","sample_attributes","`isb-cgc.GTEx_v7.sample_attributes`","","REFERENCE DATABASE","hg19","GENOTYPE TISSUE EXPRESSION GTEX PROJECT","BIOSPECIMEN","","CURRENT","15,598","11/28/2017","","Data was loaded from Genotype-Tissue Expression (GTEx) Project on November 2017. Sample Attributes data was loaded using GTEx Data Portal. More details: gtexportal.org","access:open, category:reference_database, data_type_0:biospecimen, reference_genome_0:hg19, source_0:genotype_tissue_expression_gtex_project, status:current","SUBJID, SAMPID, SMATSSCR, SMCENTER, SMPTHNTS, SMRIN, SMTS, SMTSD, SMUBRID, SMTSISCH, SMTSPAX, SMNABTCH, SMNABTCHT, SMNABTCHD, SMGEBTCH, SMGEBTCHD, SMGEBTCHT, SMAFRZE, SMGTC, SME2MPRT, SMCHMPRS, SMNTRART, SMNUMGPS, SMMAPRT, SMEXNCRT, SM550NRM, SMGNSDTC, SMUNMPRT, SM350NRM, SMRDLGTH, SMMNCPB, SME1MMRT, SMSFLGTH, SMESTLBS, SMMPPD, SMNTERRT, SMRRNANM, SMRDTTL, SMVQCFL, SMMNCV, SMTRSCPT, SMMPPDPR, SMCGLGTH, SMGAPPCT, SMUNPDRD, SMNTRNRT, SMMPUNRT, SMEXPEFF, SMMPPDUN, SME2MMRT, SME2ANTI, SMALTALG, SME2SNSE, SMMFLGTH, SME1ANTI, SMSPLTRD, SMBSMMRT, SME1SNSE, SME1PCTS, SMRRNART, SME1MPRT, SMNUM5CD, SMDPMPRT, SME2PCTS,"
"GTEX V7 SUBJECT PHENOTYPES","isb-cgc","GTEx_v7","subject_phenotypes","`isb-cgc.GTEx_v7.subject_phenotypes`","","REFERENCE DATABASE","hg19","GENOTYPE TISSUE EXPRESSION GTEX PROJECT","CLINICAL DATA","","CURRENT","752","11/28/2017","","Data was loaded from Genotype-Tissue Expression (GTEx) Project on November 2017. Subject Phenotype data was loaded using GTEx Data Portal. More details: gtexportal.org","access:open, category:reference_database, data_type_0:clinical_data, reference_genome_0:hg19, source_0:genotype_tissue_expression_gtex_project, status:current","SUBJID, SEX, AGE, DTHHRDY,"
"HCMI CLINICAL DATA","isb-cgc-bq","HCMI","clinical_diagnosis_gdc_current","`isb-cgc-bq.HCMI.clinical_diagnosis_gdc_current`","HCMI","CLINICAL BIOSPECIMEN DATA","","CDA, GDC","CLINICAL DATA","","CURRENT","349","6/28/2024","","Data for the HCMI program was extracted by CDA using the GDC API in April 2024. This table contains information about HCMI patient cases and their clinical information.  More details: see https://docs.gdc.cancer.gov/Encyclopedia/pages/Clinical_Data/","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:hcmi, source_0:cda, source_1:gdc, status:current","diag__diagnosis_id, case_id, diag__path__count, diag__treat__count, diag__primary_diagnosis, diag__figo_stage, diag__days_to_diagnosis, diag__ajcc_pathologic_m, diag__metastasis_at_diagnosis, diag__ovarian_specimen_status, diag__cog_rhabdomyosarcoma_risk_group, diag__gastric_esophageal_junction_involvement, diag__site_of_resection_or_biopsy, diag__ajcc_staging_system_edition, diag__icd_10_code, diag__laterality, diag__age_at_diagnosis, diag__peritoneal_fluid_cytological_status, diag__enneking_msts_tumor_site, diag__goblet_cells_columnar_mucosa_present, diag__ajcc_pathologic_stage, diag__esophageal_columnar_metaplasia_present, diag__tumor_grade, diag__irs_group, diag__residual_disease, diag__tumor_regression_grade, diag__enneking_msts_grade, diag__esophageal_columnar_dysplasia_degree, diag__ajcc_clinical_stage, diag__synchronous_malignancy, diag__tumor_depth, diag__morphology, diag__ajcc_pathologic_t, diag__wilms_tumor_histologic_subtype, diag__tumor_confined_to_organ_of_origin, diag__ovarian_surface_involvement, diag__classification_of_tumor, diag__margin_distance, diag__cog_renal_stage, diag__enneking_msts_metastasis, diag__tumor_focality, diag__prior_treatment, diag__ajcc_pathologic_n, diag__tissue_or_organ_of_origin, diag__prior_malignancy, diag__satellite_nodule_present, diag__who_cns_grade, diag__state, diag__created_datetime, diag__updated_datetime,"
"HCMI CLINICAL DATA","isb-cgc-bq","HCMI","clinical_diagnosis_pathology_detail_gdc_current","`isb-cgc-bq.HCMI.clinical_diagnosis_pathology_detail_gdc_current`","HCMI","CLINICAL BIOSPECIMEN DATA","","CDA, GDC","CLINICAL DATA","","CURRENT","242","3/29/2024","","Data for the HCMI program was extracted by CDA using the GDC API in December 2023. This table contains information about HCMI patient cases and their clinical information.  More details: see https://docs.gdc.cancer.gov/Encyclopedia/pages/Clinical_Data/","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:hcmi, source_0:cda, source_1:gdc, status:current","diag__path__pathology_detail_id, diag__diagnosis_id, case_id, diag__path__additional_pathology_findings, diag__path__anaplasia_present, diag__path__anaplasia_present_type, diag__path__breslow_thickness, diag__path__largest_extrapelvic_peritoneal_focus, diag__path__lymph_node_involvement, diag__path__lymph_nodes_positive, diag__path__lymph_nodes_tested, diag__path__lymphatic_invasion_present, diag__path__morphologic_architectural_pattern, diag__path__necrosis_present, diag__path__perineural_invasion_present, diag__path__peripancreatic_lymph_nodes_positive, diag__path__peripancreatic_lymph_nodes_tested, diag__path__tumor_largest_dimension_diameter, diag__path__vascular_invasion_present, diag__path__vascular_invasion_type, diag__path__state, diag__path__created_datetime, diag__path__updated_datetime,"
"HCMI CLINICAL DATA","isb-cgc-bq","HCMI","clinical_diagnosis_treatment_gdc_current","`isb-cgc-bq.HCMI.clinical_diagnosis_treatment_gdc_current`","HCMI","CLINICAL BIOSPECIMEN DATA","","CDA, GDC","CLINICAL DATA","","CURRENT","1,926","3/29/2024","","Data for the HCMI program was extracted by CDA using the GDC API in December 2023. This table contains information about HCMI patient cases and their clinical information.  More details: see https://docs.gdc.cancer.gov/Encyclopedia/pages/Clinical_Data/","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:hcmi, source_0:cda, source_1:gdc, status:current","diag__treat__treatment_id, diag__diagnosis_id, case_id, diag__treat__days_to_treatment_start, diag__treat__treatment_outcome, diag__treat__treatment_type, diag__treat__treatment_or_therapy, diag__treat__therapeutic_agents, diag__treat__initial_disease_status, diag__treat__days_to_treatment_end, diag__treat__regimen_or_line_of_therapy, diag__treat__treatment_intent_type, diag__treat__state, diag__treat__created_datetime, diag__treat__updated_datetime,"
"HCMI CLINICAL DATA","isb-cgc-bq","HCMI","clinical_follow_up_gdc_current","`isb-cgc-bq.HCMI.clinical_follow_up_gdc_current`","HCMI","CLINICAL BIOSPECIMEN DATA","","CDA, GDC","CLINICAL DATA","","CURRENT","1,037","6/28/2024","","Data for the HCMI program was extracted by CDA using the GDC API in April 2024. This table contains information about HCMI patient cases and their clinical information.  More details: see https://docs.gdc.cancer.gov/Encyclopedia/pages/Clinical_Data/","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:hcmi, source_0:cda, source_1:gdc, status:current","follow__follow_up_id, case_id, follow__mol_test__count, follow__days_to_follow_up, follow__progression_or_recurrence_type, follow__days_to_progression, follow__barretts_esophagus_goblet_cells_present, follow__karnofsky_performance_status, follow__disease_response, follow__ecog_performance_status, follow__progression_or_recurrence, follow__progression_or_recurrence_anatomic_site, follow__procedures_performed, follow__state, follow__created_datetime, follow__updated_datetime,"
"HCMI CLINICAL DATA","isb-cgc-bq","HCMI","clinical_follow_up_molecular_test_gdc_current","`isb-cgc-bq.HCMI.clinical_follow_up_molecular_test_gdc_current`","HCMI","CLINICAL BIOSPECIMEN DATA","","CDA, GDC","CLINICAL DATA","","CURRENT","814","6/28/2024","","Data for the HCMI program was extracted by CDA using the GDC API in April 2024. This table contains information about HCMI patient cases and their clinical information.  More details: see https://docs.gdc.cancer.gov/Encyclopedia/pages/Clinical_Data/","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:hcmi, source_0:cda, source_1:gdc, status:current","follow__mol_test__molecular_test_id, follow__follow_up_id, case_id, follow__mol_test__biospecimen_type, follow__mol_test__variant_type, follow__mol_test__specialized_molecular_test, follow__mol_test__test_result, follow__mol_test__test_units, follow__mol_test__aa_change, follow__mol_test__blood_test_normal_range_upper, follow__mol_test__loci_count, follow__mol_test__antigen, follow__mol_test__second_exon, follow__mol_test__loci_abnormal_count, follow__mol_test__test_value, follow__mol_test__molecular_analysis_method, follow__mol_test__gene_symbol, follow__mol_test__second_gene_symbol, follow__mol_test__chromosome, follow__mol_test__copy_number, follow__mol_test__mismatch_repair_mutation, follow__mol_test__cell_count, follow__mol_test__histone_family, follow__mol_test__cytoband, follow__mol_test__state, follow__mol_test__created_datetime, follow__mol_test__updated_datetime,"
